Date,Province Old,Suspected Cases Last Date,Suspected Cases Last 24 Hrs,Suspected Cases Cumulative,Lab Tests Last 24 Hrs,Lab Tests Cumulative,Confirmed Cases Last Date,Confirmed Cases Last 24 Hrs,Confirmed Cases Cumulative, Deaths Last Date, Deaths Last 24 Hrs, Deaths Cumulative, Deaths Ventilator Last 24 Hrs,Transmission Total,Transmission Foreign - Iran,Transmission Foreign - Iran %,Transmission Foreign - Other,Transmission Foreign - Other %,Transmission Local - Tableegh,Transmission Local % - Tableegh,Transmission Local - Others,Transmission Local % - Others,Transmission Local,Transmission Local %,Total Hospitals,Beds for COVID,Total Admitted,Admitted Stable,Admitted Critical,Admitted Venilator,Home Quarantine,Recovered,Death,Quarantine Facilities,Last 24 Hrs Arrival,Last 24 Hrs (Location),Last 24 Hrs Departure,Cumulative Quarantined,Number of Tests,Results Achieved,Test Positive Cases,Test Positive Cases %,Confirmed HW - Active Doctors,Confirmed HW - Active Nurses,Confirmed HW - Active Others,Confirmed HW - Active Total,Confirmed HW - Active Isolation,Confirmed HW - Active Hospital,Confirmed HW - Active Hospital Stable,Confirmed HW - Active Hospital Ventilator,Confirmed HW - Active Recovered,Confirmed HW - Active Deaths,Test
5/20/2020,KP,40721,591,42121,1504,43329,6230,324,6554,334,11,345,11,6554,71,0.01,856,0.13,315,0.05,5312,0.81,5627,0.86,191,5473,508,512,384,88,40,3639,2058,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,68,158,404,204,41,41,0,156,3
5/20/2020,Punjab,148621,2135,155679,6235,180540,15976,709,16685,273,16,289,16,16685,768,0.05,1210,0.07,1926,0.12,12781,0.77,14707,0.88,207,7753,387,8538,8471,16,51,2782,5076,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,81,77,235,43,93,93,0,99,0
5/20/2020,Sindh,127573,0,131376,3803,131376,17241,706,17947,280,19,299,19,17947,280,0.02,926,0.05,767,0.04,15974,0.89,16741,0.93,169,4688,203,1534,1399,101,34,11373,4741,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,28,63,333,233,11,10,1,84,5
5/21/2020,AJK,4242,33,4470,228,4470,133,15,148,1,0,1,0,148,2,0.01,12,0.08,8,0.05,126,0.85,134,0.91,16,329,43,68,64,4,0,0,79,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,4,6,0,2,2,0,4,0
5/21/2020,Balochistan,19381,0,19394,343,19346,2885,83,2968,38,0,38,0,2968,146,0.05,2,0,13,0,2807,0.95,2820,0.95,96,2136,61,35,33,2,0,2259,636,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,143,4,59,206,157,0,0,0,48,1
5/21/2020,GB,7071,107,7178,197,6928,556,23,579,4,0,4,0,579,166,0.29,5,0.01,27,0.05,381,0.66,408,0.7,26,151,62,22,22,0,0,151,402,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,32,38,0,16,16,0,20,2
5/21/2020,ICT,29033,81,30364,1331,30364,1138,97,1235,9,1,10,1,1235,0,0,22,0.02,12,0.01,1201,0.97,1213,0.98,21,430,90,35,26,3,6,1039,151,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,45,46,153,137,3,3,0,12,1
5/21/2020,KP,42121,632,43623,1644,44973,6554,261,6815,345,6,351,6,6815,71,0.01,926,0.14,315,0.05,5503,0.81,5818,0.85,191,5473,508,535,392,100,43,3799,2130,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,68,164,413,209,37,37,0,164,3
5/21/2020,Punjab,155679,2201,162669,5439,185979,16685,697,17382,289,8,297,8,17382,768,0.04,1231,0.07,1926,0.11,13457,0.77,15383,0.88,207,7753,387,8718,8653,18,47,3255,5112,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,81,77,235,43,93,93,0,99,0
5/21/2020,Sindh,131376,1336,137540,6164,137540,17947,1017,18964,299,17,316,17,18964,280,0.01,1005,0.05,767,0.04,16912,0.89,17679,0.93,169,4688,206,1487,1360,95,32,11516,5645,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,269,29,66,364,262,10,8,2,87,5
5/22/2020,AJK,4470,28,4659,189,4659,148,10,158,1,0,1,0,158,2,0.01,12,0.08,8,0.05,136,0.86,144,0.91,16,329,43,78,74,4,0,0,79,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,4,6,0,2,2,0,4,0
5/22/2020,Balochistan,19394,240,19698,542,19888,2968,106,3074,38,1,39,1,3074,146,0.05,2,0,13,0,2913,0.95,2926,0.95,96,2136,61,58,55,3,0,2253,724,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,4,59,215,158,0,0,0,56,1
5/22/2020,GB,7178,40,7310,171,7099,579,23,602,4,0,4,0,602,166,0.28,5,0.01,27,0.04,404,0.67,431,0.72,26,151,62,25,25,0,0,161,412,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,32,38,0,16,16,0,20,2
5/22/2020,ICT,30364,71,32126,1762,32126,1235,91,1326,10,2,12,2,1326,0,0,22,0.02,12,0.01,1292,0.97,1304,0.98,21,430,90,34,25,5,4,1129,151,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,46,50,158,142,3,3,0,12,1
5/22/2020,KP,43623,283,45049,1789,46762,6815,340,7155,351,14,365,14,7155,71,0.01,985,0.14,315,0.04,5784,0.81,6099,0.85,191,5473,508,420,296,80,44,4172,2198,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,70,169,425,230,22,22,0,170,3
5/22/2020,Punjab,162669,2487,165801,5931,191910,17382,1073,18455,297,13,310,13,18455,768,0.04,1231,0.07,1926,0.1,14530,0.79,16456,0.89,207,9276,387,9418,9358,13,47,3415,5312,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,93,103,289,73,106,106,0,110,0
5/22/2020,Sindh,137540,1427,143543,6003,143543,18964,960,19924,316,20,336,20,19924,280,0.01,1005,0.05,767,0.04,17872,0.9,18639,0.94,169,4688,213,1528,1356,129,43,11735,6325,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,285,32,72,389,266,13,11,2,103,7
